title,price,location,surface,total_pieces,bedrooms,bathrooms,link,ad_id,antenne_parabolique,ascenseur,chambre_rangement,chauffage_central,chemine,climatisation,concierge,cuisine_quipe,double_vitrage,entreseul,faade_extrieure,four,garage,jardin,machine__laver,meubl,microondes,piscine,porte_blinde,rfrigrateur,salon_europen,scurit,terrasse,vue_sur_les_montagnes,vue_sur_mer
"S2 de 96,70m² sur une terrasses de 9,60m²",Prix à consulter,"Ain Zaghouan Nord,
								La Marsa","97
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8053108/s2-de-96-70m%C2%B2-sur-une-terrasses-de-9-60m%C2%B2,N/A,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Penthouse Neuf Résidence L’Ultime Diar Rached,Prix à consulter,"Les Jardins de Carthage,
								Le Kram","144
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8107553/penthouse-neuf-r%C3%A9sidence-l%E2%80%99ultime-diar-rached,N/A,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
"S2 – Résidence L’Ultime, Projet Diar Rached",Prix à consulter,"Les Jardins de Carthage,
								Le Kram","86
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8106979/s2-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,N/A,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0
Duplex Neuf de 194 m² avec jardin L'Ultime,Prix à consulter,"Les Jardins de Carthage,
								Le Kram","194
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8107555/duplex-neuf-de-194-m%C2%B2-avec-jardin-l-ultime,N/A,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0
S1 – Résidence L’ULTIME Projet Diar Rached,Prix à consulter,"Les Jardins de Carthage,
								Le Kram","64
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8106975/s1-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,N/A,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
S1 – Résidence L’ULTIME Projet Diar Rached,Prix à consulter,"Les Jardins de Carthage,
								Le Kram","63
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8106947/s1-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,N/A,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0
Résidence Floria - Cité el Ghazela,À partir de 309 900 TND,"Cité el Ghazela, Raoued",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/3896/r%C3%A9sidence-floria-cit%C3%A9-el-ghazela,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appartement Témoin Les Jardins de Monastir,Prix à consulter,"Cité El Agba,
								Monastir Ville",N/A,2 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/8112479/appartement-t%C3%A9moin-les-jardins-de-monastir,N/A,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
Vente d'un bel appartement à Ain Zaghouan Nord. 3 belles cha...,Prix à consulter,"Ain Zaghouan Nord,
								La Marsa","186
						m²",N/A,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8212058/vente-d-un-bel-appartement-%C3%A0-ain-zaghouan-nord-3-belles-chambres,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Appart A el Behi Ladgham Borj Louzir Ariana,130 000 TND,"Borj Louzir,
								La Soukra","100
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8207569/appart-a-el-behi-ladgham-borj-louzir-ariana,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Appartement S3 à El Omrane Supérieur,155 000 TND,"El Omrane Supérieur,
								El Omrane Superieur","100
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8233043/appartement-s3-%C3%A0-el-omrane-sup%C3%A9rieur,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2 Meublé à vendre à la soukra,Prix à consulter,La Soukra,"95
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8226836/s2-meubl%C3%A9-%C3%A0-vendre-%C3%A0-la-soukra,N/A,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A vendre un s1 front mer à la goulette,395 000 TND,La Goulette,"63
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8220010/a-vendre-un-s1-front-mer-%C3%A0-la-goulette,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A vendre s1 neuf 70 m² à la soukra,340 000 TND,"Chotrana 1,
								La Soukra","70
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8230471/a-vendre-s1-neuf-70-m%C2%B2-%C3%A0-la-soukra,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
S1 haut standing avec jardin,238 500 TND,"Chotrana 1,
								La Soukra","66
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233643/s1-haut-standing-avec-jardin,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
S2 avec grand jardin de 104 m²,487 000 TND,"Chotrana 1,
								La Soukra","174
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233650/s2-avec-grand-jardin-de-104-m%C2%B2,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
S1 moderne à la Résidence Canopée,210 000 TND,"Chotrana 1,
								La Soukra","47
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233658/s1-moderne-%C3%A0-la-r%C3%A9sidence-canop%C3%A9e,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joli S1 lumineux,209 000 TND,"Chotrana 1,
								La Soukra","46
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233660/joli-s1-lumineux,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grand S3 de 204 m² avec jardin,937 000 TND,"Chotrana 1,
								La Soukra","235
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233669/grand-s3-de-204-m%C2%B2-avec-jardin,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
S3 de 118 m² avec jardin à la Résidence Canopée,497 000 TND,"Chotrana 1,
								La Soukra","153
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233680/s3-de-118-m%C2%B2-avec-jardin-%C3%A0-la-r%C3%A9sidence-canop%C3%A9e,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
S2 de 112 m² avec jardin à la Résidence Canopée,505 000 TND,"Chotrana 1,
								La Soukra","125
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233681/s2-de-112-m%C2%B2-avec-jardin-%C3%A0-la-r%C3%A9sidence-canop%C3%A9e,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
S1 de 43 m² avec terrasse à la Résidence Canopée,198 000 TND,"Chotrana 1,
								La Soukra","45
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8233686/s1-de-43-m%C2%B2-avec-terrasse-%C3%A0-la-r%C3%A9sidence-canop%C3%A9e,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
S3 en vente,560 000 TND,El Menzah,"210
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8149075/s3-en-vente,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Un appartement S3 aux Jardins de Carthage,820 000 TND,"Les Jardins de Carthage, Le Kram","160
						m²",3 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8160406/un-appartement-s3-aux-jardins-de-carthage,N/A,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Un appartement s2 dans une résidence gardée,680 000 TND,"Les Jardins de Carthage, Le Kram","134
						m²",2 Pièces,2 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8173524/un-appartement-s2-dans-une-r%C3%A9sidence-gard%C3%A9e,N/A,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
À vendre: Appartement S3 aux Jardins de Carthage,440 000 TND,"Les Jardins de Carthage, Le Kram","150
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8127017/%C3%A0-vendre-appartement-s3-aux-jardins-de-carthage,N/A,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Vente d'un bel appartement à Les Jardins de Carthage,1 189 000 TND,"Les Jardins de Carthage, Le Kram","205
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8208543/vente-d-un-bel-appartement-%C3%A0-les-jardins-de-carthage,N/A,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
A vendre: Un penthouse S5 aux Jardins de Carthage,1 500 000 TND,"Les Jardins de Carthage, Le Kram","373
						m²",6 Pièces,5 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8233861/a-vendre-un-penthouse-s5-aux-jardins-de-carthage,N/A,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
A vendre: Appartement S3 Neuf aux J. C,760 000 TND,"Les Jardins de Carthage, Le Kram","138
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8233033/a-vendre-appartement-s3-neuf-aux-j-c,N/A,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
A vendre: Un appartement S2 Neuf aux J. C,588 000 TND,"Les Jardins de Carthage, Le Kram","106
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8233034/a-vendre-un-appartement-s2-neuf-aux-j-c,N/A,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
A vendre s2 de haut standing à cité les palmiers,Prix à consulter,"Ain Zaghouan Nord, La Marsa","127
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8224622/a-vendre-s2-de-haut-standing-%C3%A0-cit%C3%A9-les-palmiers,N/A,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0
A vendre S3 neuf à la Nouvelle Soukra,460 000 TND,"La Soukra, La Soukra","136
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8192852/a-vendre-s3-neuf-%C3%A0-la-nouvelle-soukra,N/A,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
Appartement s2 à vendre à hammam sousse,480 000 TND,"Hammam Sousse, Hammam Sousse","130
						m²",2 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8161028/appartement-s2-%C3%A0-vendre-%C3%A0-hammam-sousse,N/A,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
Penthouse Neuf au 10ᵉ étage – Résidence L’Ultime,Prix à consulter,"Les Jardins de Carthage, Le Kram","270
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8107562/penthouse-neuf-au-10%E1%B5%89-%C3%A9tage-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime,N/A,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
S3 Neuf Résidence L’Ultime Projet Diar Rached,Prix à consulter,"Les Jardins de Carthage, Le Kram","142
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8106984/s3-neuf-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,N/A,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0
S1 Neuf aux jardins de carthage L'ULTIME,Prix à consulter,"Les Jardins de Carthage, Le Kram","65
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8106973/s1-neuf-aux-jardins-de-carthage-l-ultime,N/A,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
Joli Appartement de haut standing à vendre,Prix à consulter,"Kélibia, Kélibia","76
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7706623/joli-appartement-de-haut-standing-%C3%A0-vendre,N/A,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Coquet Appartement à Vendre,Prix à consulter,"Kélibia, Kélibia","73
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7706605/coquet-appartement-%C3%A0-vendre,N/A,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
S2 avec terrasse jardin et vue sur mer,Prix à consulter,"Kélibia, Kélibia","114
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/7706656/s2-avec-terrasse-jardin-et-vue-sur-mer,N/A,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Appartement à vendre kélibia,Prix à consulter,"Kélibia, Kélibia","77
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7706638/appartement-%C3%A0-vendre-k%C3%A9libia,N/A,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Résidence Khadouja,À partir de 533 600 TND,"Les Jardins de Carthage, Le Kram",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/3721/r%C3%A9sidence-khadouja,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appartement avec jardin à vendre,Prix à consulter,"Kélibia, Kélibia","102
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/7706627/appartement-avec-jardin-%C3%A0-vendre,N/A,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Appartement S3 à vendre à riadh landalous,380 000 TND,"Riadh al Andalous, Ariana Ville","151
						m²",3 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8221833/appartement-s3-%C3%A0-vendre-%C3%A0-riadh-landalous,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Appartement S1,2 et 3 à vendre à la petite ariana",Prix à consulter,"Ariana Essoghra, Raoued","68
						m²",1 Pièce,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/7974397/appartement-s1-2-et-3-%C3%A0-vendre-%C3%A0-la-petite-ariana,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
S3 en vente,265 000 TND,"Cité El Khadra, Cité El Khadra","134
						m²",N/A,3 Chambres,N/A,https://www.mubawab.tn/fr/a/8221276/s3-en-vente,N/A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S3 en vente,240 000 TND,"Cité Olympique, Cité El Khadra","80
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8221272/s3-en-vente,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
S2 en vente,176 000 TND,"Cité El Khadra, Cité El Khadra","80
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8221269/s2-en-vente,N/A,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
S2 en vente,180 000 TND,"Cité El Khadra, Cité El Khadra","72
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8221263/s2-en-vente,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S3 en vente,250 000 TND,"Cité Olympique, Cité El Khadra","116
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8221220/s3-en-vente,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S3 RDC au Centre urbain nord,550 000 TND,"Centre Urbain Nord, Cité El Khadra","152
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8200184/s3-rdc-au-centre-urbain-nord,N/A,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
S3 en vente,250 000 TND,"Cité El Khadra, Cité El Khadra","110
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8153686/s3-en-vente,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Appartement à vendre à La Manouba. Superficie 119 m². Parkin...,240 000 TND,"La Manouba, La Manouba","119
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/pa/8201187/appartement-%C3%A0-vendre-%C3%A0-la-manouba-superficie-119-m%C2%B2-parking-et-terrasse,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Appartement en vente à La Manouba. Surface de 115 m²,230 000 TND,"La Manouba, La Manouba","115
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/pa/8201197/appartement-en-vente-%C3%A0-la-manouba-surface-de-115-m%C2%B2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Appartement à vendre à La Manouba. Surface de 115 m²,230 000 TND,"La Manouba, La Manouba","115
						m²",N/A,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8201585/appartement-%C3%A0-vendre-%C3%A0-la-manouba-surface-de-115-m%C2%B2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Appartement à vendre à La Manouba. 2 chambres. Parking et te...,250 000 TND,"La Manouba, La Manouba","120
						m²",N/A,2 Chambres,N/A,https://www.mubawab.tn/fr/pa/8201193/appartement-%C3%A0-vendre-%C3%A0-la-manouba-2-chambres-parking-et-terrasse,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Vend appartement à La Manouba. Surface totale 115 m²,230 000 TND,"La Manouba, La Manouba","115
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/pa/8201196/vend-appartement-%C3%A0-la-manouba-surface-totale-115-m%C2%B2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A vendre un S2 très haut standing à Sidi Daoud,650 000 TND,"La Marsa, La Marsa","132
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8214318/a-vendre-un-s2-tr%C3%A8s-haut-standing-%C3%A0-sidi-daoud,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A vendre S2 neuf direct promoteur à Ain Zaghouan,473 000 TND,"Ain Zaghouan Nord, La Marsa","132
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/7927740/a-vendre-s2-neuf-direct-promoteur-%C3%A0-ain-zaghouan,N/A,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0
À vendre S2 RDC à AFH 2,400 000 TND,"Cité El Wafa, Nabeul","240
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8235944/%C3%A0-vendre-s2-rdc-%C3%A0-afh-2,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
À vendre appartement S2 Cité El Wafa AFH 2,300 000 TND,"Cité El Wafa, Nabeul","100
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8237160/%C3%A0-vendre-appartement-s2-cit%C3%A9-el-wafa-afh-2,N/A,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Appart S2 Khouri à Vendre à Gammarth,980 000 TND,"Gammarth, La Marsa","150
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8035379/appart-s2-khouri-%C3%A0-vendre-%C3%A0-gammarth,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Appart S1 Curragreen à Vendre à Gammarth,720 000 TND,"Gammarth, La Marsa","111
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8035363/appart-s1-curragreen-%C3%A0-vendre-%C3%A0-gammarth,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A vendre un S1 de 87m² Direct promoteur,300 000 TND,"Cité Ennasr 1, Ariana Ville","87
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8209781/a-vendre-un-s1-de-87m%C2%B2-direct-promoteur,N/A,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
A vendre un S2 de 115m² avec une terrasse de 90m,490 000 TND,"Cité Ennasr 1, Ariana Ville","205
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8199374/a-vendre-un-s2-de-115m%C2%B2-avec-une-terrasse-de-90m,N/A,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
A vendre un Duplex de 190m² à Ennasr1,475 000 TND,"Cité Ennasr 1, Ariana Ville","190
						m²",5 Pièces,4 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8156318/a-vendre-un-duplex-de-190m%C2%B2-%C3%A0-ennasr1,N/A,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A vendre un appartement en S3 à Ennasr,320 000 TND,"Cité Ennasr 1, Ariana Ville","120
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8227086/a-vendre-un-appartement-en-s3-%C3%A0-ennasr,N/A,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Appartement S3,180 000 TND,"El Ain, El Ain","107
						m²",3 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8237108/appartement-s3,N/A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appartement à vendre. Surface totale 100 m²,Prix à consulter,Kélibia,"100
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8151324/appartement-%C3%A0-vendre-surface-totale-100-m%C2%B2,N/A,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Appartement à vendre Kélibia,Prix à consulter,Kélibia,"94
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8151323/appartement-%C3%A0-vendre-k%C3%A9libia,N/A,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Vend appartement vue sur mer,Prix à consulter,Kélibia,"81
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8151322/vend-appartement-vue-sur-mer,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
Un Bel Appartement S2,709 000 TND,"Les Jardins de Carthage,
								Le Kram","129
						m²",3 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/7631159/un-bel-appartement-s2,N/A,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
À Vendre un Joli Appartement S2 avec Terrasse,672 800 TND,"Les Jardins de Carthage,
								Le Kram","116
						m²",3 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/7721779/%C3%A0-vendre-un-joli-appartement-s2-avec-terrasse,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
Un Spacieux S2 à vendre _ Les Jardins de Carthage,748 200 TND,"Les Jardins de Carthage,
								Le Kram","121
						m²",3 Pièces,2 Chambres,N/A,https://www.mubawab.tn/fr/pa/7552049/un-spacieux-s2-%C3%A0-vendre-les-jardins-de-carthage,N/A,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
À vendre un unique S2 aux JDC,533 600 TND,"Les Jardins de Carthage,
								Le Kram","92
						m²",3 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/7721760/%C3%A0-vendre-un-unique-s2-aux-jdc,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0
Résidence Floria - Cité el Ghazela,À partir de 309 900 TND,"Cité el Ghazela, Raoued",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/3896/r%C3%A9sidence-floria-cit%C3%A9-el-ghazela,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un Bel Appartement S2,748 200 TND,"Les Jardins de Carthage,
								Le Kram","129
						m²",3 Pièces,N/A,N/A,https://www.mubawab.tn/fr/pa/7721747/un-bel-appartement-s2,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
À vendre s2 Sur Plan La Marsa,570 000 TND,"Marsa Erriadh,
								La Marsa","92
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8214319/%C3%A0-vendre-s2-sur-plan-la-marsa,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Appartement S3 – Cité des Palmeraies,315 000 TND,El Aouina,"154
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8225302/appartement-s3-%E2%80%93-cit%C3%A9-des-palmeraies,N/A,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
