title,price,location,surface,total_pieces,bedrooms,bathrooms,link,ad_id,antenne_parabolique,ascenseur,chambre_rangement,chauffage_central,chemine,climatisation,concierge,cuisine_quipe,double_vitrage,entreseul,faade_extrieure,four,garage,jardin,machine__laver,meubl,microondes,piscine,porte_blinde,rfrigrateur,salon_europen,scurit,terrasse,vue_sur_les_montagnes,vue_sur_mer
Un appartement s2 à cité el wahat,295 000 TND,"Aouina, La Marsa","114
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8125716/un-appartement-s2-%C3%A0-cit%C3%A9-el-wahat,N/A,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
S1 de 80 m2 avec terrasse et jardin de 26m2,342 000 TND,"La Soukra, La Soukra","80
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8153027/s1-de-80-m2-avec-terrasse-et-jardin-de-26m2,N/A,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0
Appartement en vente. 1 belle chambre. Terrasse et jardin,300 000 TND,"Sers, Sers","750
						m²",4 Pièces,1 Chambre,2 Salles de bains,https://www.mubawab.tn/fr/a/8115122/appartement-en-vente-1-belle-chambre-terrasse-et-jardin,N/A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Appartement S3 en vente à Bhar Lazreg. La Marsa,388 000 TND,"Bhar Lazreg, La Marsa","119
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/7948150/appartement-s3-en-vente-%C3%A0-bhar-lazreg-la-marsa,N/A,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
A vendre un RDC S3 à la soukra,430 000 TND,"La Soukra, La Soukra","147
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8024679/a-vendre-un-rdc-s3-%C3%A0-la-soukra,N/A,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Vente d'un bel appartement à Les Jardins de Carthage. 2 cham...,800 000 TND,"Les Jardins de Carthage, Le Kram","138
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8208536/vente-d-un-bel-appartement-%C3%A0-les-jardins-de-carthage-2-chambres,N/A,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
Excellent Etat S2 Rdc Port Kantaoui,400 000 TND,"El Kantaoui, Hammam Sousse","87
						m²",4 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8237600/excellent-etat-s2-rdc-port-kantaoui,N/A,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
Vend appartement à Les Jardins de Carthage,841 000 TND,"Les Jardins de Carthage, Le Kram","145
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8208535/vend-appartement-%C3%A0-les-jardins-de-carthage,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
Appartement S2 à corniche,350 000 TND,"Sousse Corniche, Sousse Corniche","120
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8237561/appartement-s2-%C3%A0-corniche,N/A,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
À vendre un appartement S2 à Hammamet Sud,295 000 TND,"Hammamet Sud, Hammamet","100
						m²",5 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8175488/%C3%A0-vendre-un-appartement-s2-%C3%A0-hammamet-sud,N/A,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
S3 Neuf avec Terrasse à Ain Zaghouane Nord,Prix à consulter,"Ain Zaghouan Nord,
								La Marsa","157
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/8172055/s3-neuf-avec-terrasse-%C3%A0-ain-zaghouane-nord,N/A,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
A vendre S1 au 2 ème étage de 91m²,344 000 TND,"Les Jardins d'El Menzah 2,
								Ariana Ville","91
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8143652/a-vendre-s1-au-2-%C3%A8me-%C3%A9tage-de-91m%C2%B2,N/A,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Appartement à vendre aux Jardins de Carthage. Surface totale...,Prix à consulter,"Les Jardins de Carthage,
								Le Kram","116
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/7907082/appartement-%C3%A0-vendre-aux-jardins-de-carthage-surface-totale-116-m%C2%B2,N/A,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0
"Occasion d'unS3 de 139,8m² à vendre",461 000 TND,"Cité el Ghazela,
								Raoued","139
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8186716/occasion-d-uns3-de-139-8m%C2%B2-%C3%A0-vendre,N/A,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
Vend appartement à La nouvelle Soukra Soukra,Prix à consulter,La Soukra,"106
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8018837/vend-appartement-%C3%A0-la-nouvelle-soukra-soukra,N/A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
Vivez le rêve à Hammamet dans un S2,405 000 TND,Hammamet,"100
						m²",4 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8039396/vivez-le-r%C3%AAve-%C3%A0-hammamet-dans-un-s2,N/A,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
À VENDRE: S2 de très Haut Standing,360 000 TND,"Sidi Daoued,
								La Marsa","86
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8043014/%C3%A0-vendre-s2-de-tr%C3%A8s-haut-standing,N/A,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0
Résidence Omrane 16- Élégance à Riadh El Ghazela,À partir de 369 000 TND,"Cité el Ghazela, Raoued",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/4427/r%C3%A9sidence-omrane-16-%C3%A9l%C3%A9gance-%C3%A0-riadh-el-ghazela,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appartement à vendre à Rades A 2 11,Prix à consulter,"Radès,
								Rades","78
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8053654/appartement-%C3%A0-vendre-%C3%A0-rades-a-2-11,N/A,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
À vendre un s3 luxueux à sahloul 4,550 000 TND,"Sahloul,
								Sousse Ville","175
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8232635/%C3%A0-vendre-un-s3-luxueux-%C3%A0-sahloul-4,N/A,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
À vendre un s2 direct promoteur à sahloul 4,285 000 TND,"Sahloul,
								Sousse Ville","97
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8231049/%C3%A0-vendre-un-s2-direct-promoteur-%C3%A0-sahloul-4,N/A,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
À vendre un s2 direct promoteur à sahloul 4,365 000 TND,"Sahloul,
								Sousse Ville","118
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8231125/%C3%A0-vendre-un-s2-direct-promoteur-%C3%A0-sahloul-4,N/A,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
À vendre S2 vue sur mer à cité el wafa Nabeul,380 000 TND,"Cité El Wafa,
								Nabeul","110
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/7983500/%C3%A0-vendre-s2-vue-sur-mer-%C3%A0-cit%C3%A9-el-wafa-nabeul,N/A,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
À vendre appartement S3 avec piscine à hammamet Nord,680 000 TND,"Hammamet Nord,
								Hammamet","130
						m²",3 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8225864/%C3%A0-vendre-appartement-s3-avec-piscine-%C3%A0-hammamet-nord,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A vendre un s1 à kantaoui,350 000 TND,"Cité de la Plage,
								Hammam Sousse","80
						m²",1 Pièce,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8106373/a-vendre-un-s1-%C3%A0-kantaoui,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Penthouse en vente,830 000 TND,"Cité Bou Mhel,
								Boumhel Bassatine","264
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8105866/penthouse-en-vente,N/A,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
S2 en vente,300 000 TND,"Cité Bou Mhel,
								Boumhel Bassatine","83
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8202501/s2-en-vente,N/A,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Vente jardins carthage grand duplex avec piscine,1 380 000 TND,"Les Jardins de Carthage,
								Le Kram","500
						m²",5 Pièces,4 Chambres,5 Salles de bains,https://www.mubawab.tn/fr/a/7844265/vente-jardins-carthage-grand-duplex-avec-piscine,N/A,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1
Appartement S2 situé à Chraf,140 000 TND,Bekalta,"64
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8235462/appartement-s2-situ%C3%A9-%C3%A0-chraf,N/A,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A Vendre Appartement Sur Plan à Soukra, Chotrana 2",255 000 TND,"Chotrana 2,
								La Soukra","61
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8235378/a-vendre-appartement-sur-plan-%C3%A0-soukra-chotrana-2,N/A,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
Appartement S2 situé à Chraf,145 000 TND,Bekalta,"64
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8235454/appartement-s2-situ%C3%A9-%C3%A0-chraf,N/A,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
APP d’exception en Résidence Pieds dans l'eau,Prix à consulter,Hergla,"70
						m²",2 Pièces,1 Chambre,2 Salles de bains,https://www.mubawab.tn/fr/a/8203139/app-d%E2%80%99exception-en-r%C3%A9sidence-pieds-dans-l-eau,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Appartement s1 vue de mer à vendre,250 000 TND,Hammam Sousse,"70
						m²",1 Pièce,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8209291/appartement-s1-vue-de-mer-%C3%A0-vendre,N/A,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
A vendre un appartement à Cite Riadh Bizerte,180 000 TND,Bizerte,"90
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8224151/a-vendre-un-appartement-%C3%A0-cite-riadh-bizerte,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
A vendre un appartement S2 à Hammamet Nord,Prix à consulter,"Hammamet Nord, Hammamet","80
						m²",5 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8072530/a-vendre-un-appartement-s2-%C3%A0-hammamet-nord,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S1 en vente,290 000 TND,"Ennasr, Ennasr","81
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8237447/s1-en-vente,N/A,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Vente d'un bel appartement à Hammamet Sud. 
Surface de 65 m²...",Prix à consulter,"Hammamet Sud, Hammamet","66
						m²",N/A,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8237421/vente-d-un-bel-appartement-%C3%A0-hammamet-sud-surface-de-65-m%C2%B2-climatisation-et-piscine,N/A,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
S2 de 90 m² avec un jardin de 50 m²,Prix à consulter,"La Soukra, La Soukra","90
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8018834/s2-de-90-m%C2%B2-avec-un-jardin-de-50-m%C2%B2,N/A,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
A vendre un appartement en S2à Nabeul Centre Ville,280 000 TND,"Nabeul, Nabeul","106
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8237354/a-vendre-un-appartement-en-s2%C3%A0-nabeul-centre-ville,N/A,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S3 en vente,430 000 TND,"Hammam Sousse, Hammam Sousse","145
						m²",2 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8235414/s3-en-vente,N/A,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
S2 en vente,270 000 TND,"Hammam Sousse, Hammam Sousse","100
						m²",1 Pièce,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8235430/s2-en-vente,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Appartement S2 situé à proximité de la zone touristique,320 000 TND,"Hammamet, Hammamet","90
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8237326/appartement-s2-situ%C3%A9-%C3%A0-proximit%C3%A9-de-la-zone-touristique,N/A,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"S2 et S3 pour la vente 
Menzah 9C",Prix à consulter,"El Menzah 9, El Menzah","111
						m²",2 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8237315/s2-et-s3-pour-la-vente-menzah-9c,N/A,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
A vendre apparemment s3 a nabeul cité el wafa,510 000 TND,"Hammamet Nord, Hammamet","163
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8069588/a-vendre-apparemment-s3-a-nabeul-cit%C3%A9-el-wafa,N/A,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
Jolie DUPLEX S3 avec jardin,Prix à consulter,"Ain Zaghouan Nord, La Marsa","221
						m²",3 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/7904284/jolie-duplex-s3-avec-jardin,N/A,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0
"S1 de 60,26m² avec une terrasses de 5,60m²",Prix à consulter,"Ain Zaghouan Nord, La Marsa","61
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8053111/s1-de-60-26m%C2%B2-avec-une-terrasses-de-5-60m%C2%B2,N/A,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
S2 à vendre 2 places de parking à vendre,430 000 TND,"Les Jardins d'El Menzah 2, Ariana Ville","105
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8143669/s2-%C3%A0-vendre-2-places-de-parking-%C3%A0-vendre,N/A,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
"L’élégance les pieds dans l’eau S2 de 103,01 m²",466 000 TND,"Chott Meriem, Akouda","103
						m²",1 Pièce,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/7565564/l%E2%80%99%C3%A9l%C3%A9gance-les-pieds-dans-l%E2%80%99eau-s2-de-103-01-m%C2%B2,N/A,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1
S4 d'Exception avec jardin de 238m² à Athouraya,Prix à consulter,"Raoued, Raoued","164
						m²",5 Pièces,4 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/7986959/s4-d-exception-avec-jardin-de-238m%C2%B2-%C3%A0-athouraya,N/A,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0
Appartement S1 de 73 m² à vendre à l'Aouina,Prix à consulter,"Aouina, La Marsa","73
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8185294/appartement-s1-de-73-m%C2%B2-%C3%A0-vendre-%C3%A0-l-aouina,N/A,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Superbe appartement à vendre à La Soukra. 3 belles chambres,447 400 TND,"La Soukra, La Soukra","128
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8145179/superbe-appartement-%C3%A0-vendre-%C3%A0-la-soukra-3-belles-chambres,N/A,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Résidence Les Jardins de Monastir,Prix à consulter,"Cité El Agba, Monastir Ville",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/3766/r%C3%A9sidence-les-jardins-de-monastir,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trés agréable Duplex à vendre,Prix à consulter,"Ain Zaghouan Nord, La Marsa","196
						m²",2 Pièces,2 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/pa/7845706/tr%C3%A9s-agr%C3%A9able-duplex-%C3%A0-vendre,N/A,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0
À vendre appartement S1 Mrezga,235 000 TND,"Hammamet Nord, Hammamet","68
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8234822/%C3%A0-vendre-appartement-s1-mrezga,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
S3 en vente,500 000 TND,"La Soukra, La Soukra","160
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8214057/s3-en-vente,N/A,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
S1 en vente,245 000 TND,"La Soukra, La Soukra","63
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8214186/s1-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
S3 en vente,485 000 TND,"La Soukra, La Soukra","165
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8227529/s3-en-vente,N/A,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Appartement meublé s2 à vendre Kantaoui,1 500 000 TND,"El Kantaoui, Hammam Sousse","200
						m²",2 Pièces,2 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8234800/appartement-meubl%C3%A9-s2-%C3%A0-vendre-kantaoui,N/A,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
Un S1 dans une résidence avec piscine,300 000 TND,"Hammamet, Hammamet","50
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8234757/un-s1-dans-une-r%C3%A9sidence-avec-piscine,N/A,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
A vendre Duplex vue lac au lac 2,1 580 000 TND,"Les Berges Du Lac 2, La Marsa","315
						m²",3 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8095910/a-vendre-duplex-vue-lac-au-lac-2,N/A,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
S4 en vente,435 000 TND,"Ariana Ville, Ariana Ville","135
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8215623/s4-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
A vendre S1 à la soukra,250 000 TND,"La Soukra, La Soukra","73
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8226666/a-vendre-s1-%C3%A0-la-soukra,N/A,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
S2 en vente,550 000 TND,"La Soukra, La Soukra","146
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8184962/s2-en-vente,N/A,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
S1 en vente,245 000 TND,"Dar Fadhal, La Soukra","60
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8129485/s1-en-vente,N/A,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
S2 en vente,390 000 TND,"La Soukra, La Soukra","122
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8200084/s2-en-vente,N/A,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
Bel appartement à vendre à Riadh al Andalous. Superficie 89...,Prix à consulter,"Riadh al Andalous, Ariana Ville","89
						m²",N/A,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124693/bel-appartement-%C3%A0-vendre-%C3%A0-riadh-al-andalous-superficie-89-m%C2%B2,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Appartement en vente à Riadh al Andalous,Prix à consulter,"Riadh al Andalous, Ariana Ville","115
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124692/appartement-en-vente-%C3%A0-riadh-al-andalous,N/A,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Penthouse en vente,1 950 000 TND,"Les Berges Du Lac 2, La Marsa","322
						m²",4 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8138742/penthouse-en-vente,N/A,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0
A vendre apparemment s2 vue mer,335 000 TND,"Nabeul, Nabeul","100
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8069597/a-vendre-apparemment-s2-vue-mer,N/A,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
Vente / Appartement / S3 / Cité Les Palmeraies,330 000 TND,"Aouina, La Marsa","118
						m²",N/A,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8237289/vente-appartement-s3-cit%C3%A9-les-palmeraies,N/A,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
Appartement s3 vue de mer à vendre sousse,450 000 TND,"Sousse Ville, Sousse Ville","120
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8148387/appartement-s3-vue-de-mer-%C3%A0-vendre-sousse,N/A,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
À Vendre – Appartement Vue Mer Exceptionnelle,500 000 TND,"Hergla, Hergla","80
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8149836/%C3%A0-vendre-%E2%80%93-appartement-vue-mer-exceptionnelle,N/A,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
Etage de villa S2 de 89m² à Nabeul,180 000 TND,"Nabeul, Nabeul","89
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8207263/etage-de-villa-s2-de-89m%C2%B2-%C3%A0-nabeul,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
À Vendre appartement S2 – Investissement idéal à Hay Riadh,248 000 TND,"Sousse Riadh, Sousse Riadh","124
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8212134/%C3%A0-vendre-appartement-s2-%E2%80%93-investissement-id%C3%A9al-%C3%A0-hay-riadh,N/A,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
À VENDRE – Appartement S2 à Khezama Est,260 000 TND,"Khezama Est, Khezama Est","74
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8236114/%C3%A0-vendre-%E2%80%93-appartement-s2-%C3%A0-khezama-est,N/A,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Appartement S3 aux jardins de carthage,825 000 TND,"Les Jardins de Carthage, Le Kram","162
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8036245/appartement-s3-aux-jardins-de-carthage,N/A,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Appartement S3 aux jardins de Carthage,700 000 TND,"Les Jardins de Carthage, Le Kram","120
						m²",3 Pièces,3 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8109171/appartement-s3-aux-jardins-de-carthage,N/A,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Un appartement s2 à Jardins de Carthage,631 000 TND,"Les Jardins de Carthage, Le Kram","200
						m²",2 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8173515/un-appartement-s2-%C3%A0-jardins-de-carthage,N/A,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0
S3 de 127m² Neuf à Residence Athouraya,295 000 TND,Raoued,"127
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/7986302/s3-de-127m%C2%B2-neuf-%C3%A0-residence-athouraya,N/A,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
